gene	Family	Type
SoffiXsponR570.03Cg094700	bHLH	TFF
SoffiXsponR570.03Cg095500	HSF	TFF
SoffiXsponR570.03Cg098800	MYB-related	TFF
SoffiXsponR570.03Cg100700	bZIP	TFF
SoffiXsponR570.03Cg105000	C3H	TFF
SoffiXsponR570.03Cg106200	HMG	OTR
SoffiXsponR570.03Cg108400	WRKY	TFF
SoffiXsponR570.03Cg112300	MYB	TFF
SoffiXsponR570.03Cg112800	CPP	TFF
SoffiXsponR570.03Cg116400	Tudor-knot	OTR
SoffiXsponR570.03Cg116700	GeBP	TFF
SoffiXsponR570.03Cg123200	WRKY	TFF
SoffiXsponR570.03Cg124200	bHLH	TFF
SoffiXsponR570.03Cg126100	ARID	OTR
SoffiXsponR570.03Cg139100	AP2-EREBP	TFF
SoffiXsponR570.03Cg140300	C2H2	TFF
SoffiXsponR570.03Cg142100	C2H2	TFF
SoffiXsponR570.03Cg142700	HSF	TFF
SoffiXsponR570.03Cg148000	MADS	TFF
SoffiXsponR570.03Cg148200	E2F-DP	TFF
SoffiXsponR570.03Cg152000	AP2-EREBP	TFF
SoffiXsponR570.03Cg154200	C2H2	TFF
SoffiXsponR570.03Cg155200	Coactivator_p15	OTR
SoffiXsponR570.03Cg155400	SET	OTR
SoffiXsponR570.03Cg156000	NAC	TFF
SoffiXsponR570.03Cg157300	DDT	OTR
SoffiXsponR570.03Cg157700	C3H	TFF
SoffiXsponR570.03Cg157900	ARF	TFF
SoffiXsponR570.03Cg158900	AP2-EREBP	TFF
SoffiXsponR570.03Cg161200	Alfin-like	TFF
SoffiXsponR570.03Cg162200	bHLH	TFF
SoffiXsponR570.03Cg165900	C2H2	TFF
SoffiXsponR570.03Cg166600	EIL	TFF
SoffiXsponR570.03Cg169100	NAC	TFF
SoffiXsponR570.03Cg169200	MYB	TFF
SoffiXsponR570.03Cg179500	TRAF	OTR
SoffiXsponR570.03Cg182000	mTERF	OTR
SoffiXsponR570.03Cg185000	FAR1	TFF
SoffiXsponR570.03Cg186700	C2C2-CO-like	TFF
SoffiXsponR570.03Cg187600	SET	OTR
SoffiXsponR570.03Cg190400	AP2-EREBP	TFF
SoffiXsponR570.03Cg193600	Pseudo_ARR-B	OTR
SoffiXsponR570.03Cg193800	MYB	TFF
SoffiXsponR570.03Cg196400	MYB	TFF
SoffiXsponR570.03Cg197800	ARF	TFF
SoffiXsponR570.03Cg204400	AP2-EREBP	TFF
SoffiXsponR570.03Cg206600	MYB	TFF
SoffiXsponR570.03Cg209500	C2C2-GATA	TFF
SoffiXsponR570.03Cg211600	SET	OTR
SoffiXsponR570.03Cg213400	AP2-EREBP	TFF
SoffiXsponR570.03Cg215400	AP2-EREBP	TFF
SoffiXsponR570.03Cg215500	AP2-EREBP	TFF
SoffiXsponR570.03Cg215600	AP2-EREBP	TFF
SoffiXsponR570.03Cg219300	GRAS	TFF
SoffiXsponR570.03Cg225700	C2C2-Dof	TFF
SoffiXsponR570.03Cg226800	AP2-EREBP	TFF
SoffiXsponR570.03Cg227100	AP2-EREBP	TFF
SoffiXsponR570.03Cg227700	GRF	TFF
SoffiXsponR570.03Cg228400	MYB-related	TFF
SoffiXsponR570.03Cg234400	PLATZ	TFF
SoffiXsponR570.03Cg235800	MYB-related	TFF
SoffiXsponR570.03Cg235800	MYB	TFF
SoffiXsponR570.03Cg238100	GRF	TFF
SoffiXsponR570.03Cg244100	AP2-EREBP	TFF
SoffiXsponR570.03Cg245200	bZIP	TFF
SoffiXsponR570.03Cg252100	SWI/SNF-SWI3	OTR
SoffiXsponR570.03Cg252600	MYB	TFF
SoffiXsponR570.03Cg253800	AP2-EREBP	TFF
SoffiXsponR570.03Cg256100	mTERF	OTR
SoffiXsponR570.03Cg256300	mTERF	OTR
SoffiXsponR570.03Cg258200	bHLH	TFF
SoffiXsponR570.03Cg259200	NAC	TFF
SoffiXsponR570.03Cg264300	E2F-DP	TFF
SoffiXsponR570.03Cg270000	MYB	TFF
SoffiXsponR570.03Cg270600	C2C2-CO-like	TFF
SoffiXsponR570.03Cg273600	bZIP	TFF
SoffiXsponR570.03Cg274300	bHLH	TFF
SoffiXsponR570.03Cg274600	BSD	TFF
SoffiXsponR570.03Cg276200	SET	OTR
SoffiXsponR570.03Cg282800	ARID	OTR
SoffiXsponR570.03Cg286800	CCAAT	TFF
SoffiXsponR570.03Cg289000	bHLH	TFF
SoffiXsponR570.03Cg292100	MYB-related	TFF
SoffiXsponR570.03Cg293800	WRKY	TFF
SoffiXsponR570.03Cg295100	MYB-related	TFF
SoffiXsponR570.03Cg297500	NOT2_3_5	OTR
SoffiXsponR570.03Cg298100	AP2-EREBP	TFF
SoffiXsponR570.03Cg299400	MYB	TFF
SoffiXsponR570.03Cg306400	ARR-B	TFF
SoffiXsponR570.03Cg306400	MYB-related	TFF
SoffiXsponR570.03Cg306800	AP2-EREBP	TFF
SoffiXsponR570.03Cg308800	DBP	TFF
SoffiXsponR570.03Cg312400	bHLH	TFF
SoffiXsponR570.03Cg313600	C2C2-GATA	TFF
SoffiXsponR570.03Cg315000	NAC	TFF
SoffiXsponR570.03Cg322100	AUX/IAA	OTR
SoffiXsponR570.03Cg331000	zf-fF-X1	TFF
SoffiXsponR570.03Cg335800	bZIP	TFF
SoffiXsponR570.03Dg001000	bZIP	TFF
SoffiXsponR570.03Dg020600	CSD	TFF
SoffiXsponR570.03Dg022200	FAR1	TFF
SoffiXsponR570.03Dg023000	PHD	OTR
SoffiXsponR570.03Dg029300	bZIP	TFF
SoffiXsponR570.03Dg030300	BES1	TFF
SoffiXsponR570.03Dg033600	PHD	OTR
SoffiXsponR570.03Dg035900	RWP-RK	TFF
SoffiXsponR570.03Dg037900	MYB-related	TFF
SoffiXsponR570.03Dg038300	SBP	TFF
SoffiXsponR570.03Dg038900	ARF	TFF
SoffiXsponR570.03Dg038900	AUX/IAA	OTR
SoffiXsponR570.03Dg041000	PHD	OTR
SoffiXsponR570.03Dg043400	PAS	TFF
SoffiXsponR570.03Dg048800	AP2-EREBP	TFF
SoffiXsponR570.03Dg049300	PBF-2-like	TFF
SoffiXsponR570.03Dg053100	MADS	TFF
SoffiXsponR570.03Dg053400	ARF	TFF
SoffiXsponR570.03Dg060000	PLATZ	TFF
SoffiXsponR570.03Dg061000	MYB-related	TFF
SoffiXsponR570.03Dg062100	bZIP	TFF
SoffiXsponR570.03Dg066400	C2C2-CO-like	TFF
SoffiXsponR570.03Dg067900	TUB	TFF
SoffiXsponR570.03Dg069000	WRKY	TFF
SoffiXsponR570.03Dg069800	ARR-B	TFF
SoffiXsponR570.03Dg070300	HB	TFF
SoffiXsponR570.03Dg073800	MYB	TFF
SoffiXsponR570.03Dg078200	PHD	OTR
SoffiXsponR570.03Dg081000	zf-A20	TFF
SoffiXsponR570.03Dg087100	bZIP	TFF
SoffiXsponR570.03Dg091600	Top	TFF
SoffiXsponR570.03Dg097900	bHLH	TFF
SoffiXsponR570.03Dg099900	HB	TFF
SoffiXsponR570.03Dg101100	AUX/IAA	OTR
SoffiXsponR570.03Dg102100	AP2-EREBP	TFF
SoffiXsponR570.03Dg102900	HSF	TFF
SoffiXsponR570.03Dg106600	MYB-related	TFF
SoffiXsponR570.03Dg112000	C3H	TFF
SoffiXsponR570.03Dg116200	WRKY	TFF
SoffiXsponR570.03Dg120500	MYB	TFF
SoffiXsponR570.03Dg125700	GeBP	TFF
SoffiXsponR570.03Dg134400	WRKY	TFF
SoffiXsponR570.03Dg135300	bHLH	TFF
SoffiXsponR570.03Dg137100	ARID	OTR
SoffiXsponR570.03Dg137100	HMG	OTR
SoffiXsponR570.03Dg141800	HSF	TFF
SoffiXsponR570.03Dg150900	C2H2	TFF
SoffiXsponR570.03Dg152800	HSF	TFF
SoffiXsponR570.03Dg165000	AP2-EREBP	TFF
SoffiXsponR570.03Dg165200	bHLH	TFF
SoffiXsponR570.03Dg167000	C2H2	TFF
SoffiXsponR570.03Dg168000	Coactivator_p15	OTR
SoffiXsponR570.03Dg168700	SET	OTR
SoffiXsponR570.03Dg169300	NAC	TFF
SoffiXsponR570.03Dg170900	C3H	TFF
SoffiXsponR570.03Dg171100	ARF	TFF
SoffiXsponR570.03Dg172000	AP2-EREBP	TFF
SoffiXsponR570.03Dg174500	Alfin-like	TFF
SoffiXsponR570.03Dg175500	bHLH	TFF
SoffiXsponR570.03Dg179100	C2H2	TFF
SoffiXsponR570.03Dg180000	EIL	TFF
SoffiXsponR570.03Dg182800	NAC	TFF
SoffiXsponR570.03Dg182900	MYB	TFF
SoffiXsponR570.03Dg195800	ABI3VP1	TFF
SoffiXsponR570.03Dg197700	mTERF	OTR
SoffiXsponR570.03Dg201300	FAR1	TFF
SoffiXsponR570.03Dg201400	FAR1	TFF
SoffiXsponR570.03Dg206400	AP2-EREBP	TFF
SoffiXsponR570.03Dg208800	Pseudo_ARR-B	OTR
SoffiXsponR570.03Dg209000	MYB	TFF
SoffiXsponR570.03Dg210200	SET	OTR
SoffiXsponR570.03Dg212200	MYB	TFF
SoffiXsponR570.03Dg214100	ARF	TFF
SoffiXsponR570.03Dg218700	TCP	TFF
SoffiXsponR570.03Dg220800	AP2-EREBP	TFF
SoffiXsponR570.03Dg223200	MYB	TFF
SoffiXsponR570.03Dg224200	C2C2-YABBY	TFF
SoffiXsponR570.03Dg228600	WRKY	TFF
SoffiXsponR570.03Dg231400	AP2-EREBP	TFF
SoffiXsponR570.03Dg231500	AP2-EREBP	TFF
SoffiXsponR570.03Dg231600	AP2-EREBP	TFF
SoffiXsponR570.03Dg234700	GRAS	TFF
SoffiXsponR570.03Dg234800	GRAS	TFF
SoffiXsponR570.03Dg239500	HMG	OTR
SoffiXsponR570.03Dg240000	C2H2	TFF
SoffiXsponR570.03Dg242000	AP2-EREBP	TFF
SoffiXsponR570.03Dg242100	AP2-EREBP	TFF
SoffiXsponR570.03Dg242300	C3H	TFF
SoffiXsponR570.03Dg242700	GRF	TFF
SoffiXsponR570.03Dg243200	OFP	TFF
SoffiXsponR570.03Dg243600	MYB-related	TFF
SoffiXsponR570.03Dg244300	MADS	TFF
SoffiXsponR570.03Dg245800	FAR1	TFF
SoffiXsponR570.03Dg249400	bHLH	TFF
SoffiXsponR570.03Dg249700	PLATZ	TFF
SoffiXsponR570.03Dg252100	zf-C5HC2	TFF
SoffiXsponR570.03Dg252200	MYB-related	TFF
SoffiXsponR570.03Dg253400	WRKY	TFF
SoffiXsponR570.03Dg254800	MYB-related	TFF
SoffiXsponR570.03Dg255500	GRF	TFF
SoffiXsponR570.03Dg257900	TUB	TFF
SoffiXsponR570.03Dg258100	bHLH	TFF
SoffiXsponR570.03Dg259700	SET	OTR
SoffiXsponR570.03Dg259800	CCAAT	TFF
SoffiXsponR570.03Dg264100	ARID	OTR
SoffiXsponR570.03Dg269900	C2C2-CO-like	TFF
SoffiXsponR570.03Dg270500	SET	OTR
SoffiXsponR570.03Dg271900	C2C2-Dof	TFF
SoffiXsponR570.03Dg272400	bHLH	TFF
SoffiXsponR570.03Dg273000	bZIP	TFF
SoffiXsponR570.03Dg275300	MADS	TFF
SoffiXsponR570.03Dg275900	C2C2-CO-like	TFF
SoffiXsponR570.03Dg276500	MYB	TFF
SoffiXsponR570.03Dg281800	E2F-DP	TFF
SoffiXsponR570.03Dg287400	TCP	TFF
SoffiXsponR570.03Dg289200	mTERF	OTR
SoffiXsponR570.03Dg289300	mTERF	OTR
SoffiXsponR570.03Dg289800	mTERF	OTR
SoffiXsponR570.03Dg292000	AP2-EREBP	TFF
SoffiXsponR570.03Dg293200	MYB	TFF
SoffiXsponR570.03Dg297200	MADS	TFF
SoffiXsponR570.03Dg300300	bZIP	TFF
SoffiXsponR570.03Dg301400	AP2-EREBP	TFF
SoffiXsponR570.03Dg303000	WRKY	TFF
SoffiXsponR570.03Dg303400	Top	TFF
SoffiXsponR570.03Dg303500	GeBP	TFF
SoffiXsponR570.03Dg306900	CCAAT	TFF
SoffiXsponR570.03Dg307100	MYB-related	TFF
SoffiXsponR570.03Dg310700	NOT2_3_5	OTR
SoffiXsponR570.03Dg311600	AP2-EREBP	TFF
SoffiXsponR570.03Dg312000	mTERF	OTR
SoffiXsponR570.03Dg320600	ARR-B	TFF
SoffiXsponR570.03Dg320600	MYB-related	TFF
SoffiXsponR570.03Dg321000	AP2-EREBP	TFF
SoffiXsponR570.03Dg322800	DBP	TFF
SoffiXsponR570.03Dg327300	C2C2-GATA	TFF
SoffiXsponR570.03Dg328400	zf-C5HC2	TFF
SoffiXsponR570.03Dg328600	NAC	TFF
SoffiXsponR570.03Dg336200	AUX/IAA	OTR
SoffiXsponR570.03Dg339600	C2H2	TFF
SoffiXsponR570.03Dg340900	NAC	TFF
SoffiXsponR570.03Dg348700	C2H2	TFF
SoffiXsponR570.03Dg352100	Jumonji	OTR
SoffiXsponR570.03Eg007200	Jumonji	OTR
SoffiXsponR570.03Eg013600	bHLH	TFF
SoffiXsponR570.03Eg014100	bHLH	TFF
SoffiXsponR570.03Eg020900	CSD	TFF
SoffiXsponR570.03Eg030400	bZIP	TFF
SoffiXsponR570.03Eg031200	BES1	TFF
SoffiXsponR570.03Eg031600	SWI/SNF-BAF60b	OTR
SoffiXsponR570.03Eg034300	bZIP	TFF
SoffiXsponR570.03Eg035100	PHD	OTR
SoffiXsponR570.03Eg037300	RWP-RK	TFF
SoffiXsponR570.03Eg038000	TAZ	TFF
SoffiXsponR570.03Eg040000	MYB-related	TFF
SoffiXsponR570.03Eg040500	SBP	TFF
SoffiXsponR570.03Eg041300	ARF	TFF
SoffiXsponR570.03Eg041300	AUX/IAA	OTR
SoffiXsponR570.03Eg046100	PAS	TFF
SoffiXsponR570.03Eg052000	PBF-2-like	TFF
SoffiXsponR570.03Eg056100	ARF	TFF
SoffiXsponR570.03Eg061500	PLATZ	TFF
SoffiXsponR570.03Eg062700	bZIP	TFF
SoffiXsponR570.03Eg065600	C2C2-CO-like	TFF
SoffiXsponR570.03Eg067400	zf-A20	TFF
SoffiXsponR570.03Eg072400	AP2-EREBP	TFF
SoffiXsponR570.03Eg077500	Top	TFF
SoffiXsponR570.03Eg083100	AP2-EREBP	TFF
SoffiXsponR570.03Eg083300	bHLH	TFF
SoffiXsponR570.03Eg087700	MYB-related	TFF
SoffiXsponR570.03Eg096400	WRKY	TFF
SoffiXsponR570.03Eg097300	bHLH	TFF
SoffiXsponR570.03Eg098800	ARID	OTR
SoffiXsponR570.03Eg098800	HMG	OTR
SoffiXsponR570.03Eg103500	HSF	TFF
SoffiXsponR570.03Eg115500	HSF	TFF
SoffiXsponR570.03Eg117200	zf-A20	TFF
SoffiXsponR570.03Eg120900	E2F-DP	TFF
SoffiXsponR570.03Eg126300	MYB-related	TFF
SoffiXsponR570.03Eg128000	Coactivator_p15	OTR
SoffiXsponR570.03Eg128300	SET	OTR
SoffiXsponR570.03Eg130000	DDT	OTR
SoffiXsponR570.03Eg131100	ARF	TFF
SoffiXsponR570.03Eg134600	Alfin-like	TFF
SoffiXsponR570.03Eg135600	bHLH	TFF
SoffiXsponR570.03Eg139500	C2H2	TFF
SoffiXsponR570.03Eg150500	AP2-EREBP	TFF
SoffiXsponR570.03Eg152900	TAZ	TFF
SoffiXsponR570.03Eg153900	ABI3VP1	TFF
SoffiXsponR570.03Eg155900	mTERF	OTR
SoffiXsponR570.03Eg159100	FAR1	TFF
SoffiXsponR570.03Eg159200	FAR1	TFF
SoffiXsponR570.03Eg161500	C2C2-CO-like	TFF
SoffiXsponR570.03Eg167500	Pseudo_ARR-B	OTR
SoffiXsponR570.03Eg167800	MYB	TFF
SoffiXsponR570.03Eg169400	SET	OTR
SoffiXsponR570.03Eg170100	MYB	TFF
SoffiXsponR570.03Eg171900	ARF	TFF
SoffiXsponR570.03Eg175800	AP2-EREBP	TFF
SoffiXsponR570.03Eg178600	MYB	TFF
SoffiXsponR570.03Eg179600	C2C2-YABBY	TFF
SoffiXsponR570.03Eg181300	C2C2-GATA	TFF
SoffiXsponR570.03Eg183200	SET	OTR
SoffiXsponR570.03Eg183400	WRKY	TFF
SoffiXsponR570.03Eg185100	AP2-EREBP	TFF
SoffiXsponR570.03Eg185900	PHD	OTR
SoffiXsponR570.03Eg188200	C2H2	TFF
SoffiXsponR570.03Eg190300	GRAS	TFF
SoffiXsponR570.03Eg195100	HMG	OTR
SoffiXsponR570.03Eg195500	C2H2	TFF
SoffiXsponR570.03Eg196700	C2C2-Dof	TFF
SoffiXsponR570.03Eg198700	DBP	TFF
SoffiXsponR570.03Eg209700	AP2-EREBP	TFF
SoffiXsponR570.03Eg211500	AP2-EREBP	TFF
SoffiXsponR570.03Eg213500	GRF	TFF
SoffiXsponR570.03Eg217000	GeBP	TFF
SoffiXsponR570.03Eg217100	Top	TFF
SoffiXsponR570.03Eg218700	AP2-EREBP	TFF
SoffiXsponR570.03Eg219700	bZIP	TFF
SoffiXsponR570.03Eg220400	AP2-EREBP	TFF
SoffiXsponR570.03Eg222600	MADS	TFF
SoffiXsponR570.03Eg226600	SWI/SNF-SWI3	OTR
SoffiXsponR570.03Eg227100	MYB	TFF
SoffiXsponR570.03Eg228400	AP2-EREBP	TFF
SoffiXsponR570.03Eg230100	mTERF	OTR
SoffiXsponR570.03Eg232000	bHLH	TFF
SoffiXsponR570.03Eg232100	AP2-EREBP	TFF
SoffiXsponR570.03Eg238200	E2F-DP	TFF
SoffiXsponR570.03Eg243300	SET	OTR
SoffiXsponR570.03Eg244200	MYB	TFF
SoffiXsponR570.03Eg244800	C2C2-CO-like	TFF
SoffiXsponR570.03Eg249500	C2C2-Dof	TFF
SoffiXsponR570.03Eg251300	SET	OTR
SoffiXsponR570.03Eg252000	C2C2-CO-like	TFF
SoffiXsponR570.03Eg258300	ARID	OTR
SoffiXsponR570.03Eg262400	CCAAT	TFF
SoffiXsponR570.03Eg262500	SET	OTR
SoffiXsponR570.03Eg264300	bHLH	TFF
SoffiXsponR570.03Eg264500	TUB	TFF
SoffiXsponR570.03Eg266600	GRF	TFF
SoffiXsponR570.03Eg268900	WRKY	TFF
SoffiXsponR570.03Eg270000	MYB-related	TFF
SoffiXsponR570.03Eg270100	zf-C5HC2	TFF
SoffiXsponR570.03Eg272100	bHLH	TFF
SoffiXsponR570.03Eg277600	MYB-related	TFF
SoffiXsponR570.03Eg278000	OFP	TFF
SoffiXsponR570.03Eg278400	GRF	TFF
SoffiXsponR570.03Eg279000	AP2-EREBP	TFF
SoffiXsponR570.03Eg279200	AP2-EREBP	TFF
SoffiXsponR570.03Eg283000	C2C2-GATA	TFF
SoffiXsponR570.03Eg284900	NAC	TFF
SoffiXsponR570.03Eg297000	C2H2	TFF
SoffiXsponR570.03Eg298200	NAC	TFF
SoffiXsponR570.03Eg299400	C2H2	TFF
SoffiXsponR570.03Eg302900	Jumonji	OTR
SoffiXsponR570.03Eg307300	bZIP	TFF
SoffiXsponR570.03Fg001000	bZIP	TFF
SoffiXsponR570.03Fg019500	bHLH	TFF
SoffiXsponR570.03Fg020100	CSD	TFF
SoffiXsponR570.03Fg031600	BES1	TFF
SoffiXsponR570.03Fg032400	SWI/SNF-BAF60b	OTR
SoffiXsponR570.03Fg036200	PHD	OTR
SoffiXsponR570.03Fg039300	RWP-RK	TFF
SoffiXsponR570.03Fg040200	TAZ	TFF
SoffiXsponR570.03Fg040400	TAZ	TFF
SoffiXsponR570.03Fg041800	MYB-related	TFF
SoffiXsponR570.03Fg042200	SBP	TFF
SoffiXsponR570.03Fg042700	ARF	TFF
SoffiXsponR570.03Fg045600	PHD	OTR
SoffiXsponR570.03Fg047900	PAS	TFF
SoffiXsponR570.03Fg048000	PAS	TFF
SoffiXsponR570.03Fg053400	AP2-EREBP	TFF
SoffiXsponR570.03Fg053900	PBF-2-like	TFF
SoffiXsponR570.03Fg058500	ARF	TFF
SoffiXsponR570.03Fg063600	PLATZ	TFF
SoffiXsponR570.03Fg064700	SBP	TFF
SoffiXsponR570.03Fg065500	bZIP	TFF
SoffiXsponR570.03Fg068400	C2C2-CO-like	TFF
SoffiXsponR570.03Fg071200	WRKY	TFF
SoffiXsponR570.03Fg071900	ARR-B	TFF
SoffiXsponR570.03Fg072500	HB	TFF
SoffiXsponR570.03Fg073300	PLATZ	TFF
SoffiXsponR570.03Fg077800	MYB	TFF
SoffiXsponR570.03Fg081200	bZIP	TFF
SoffiXsponR570.03Fg084300	C3H	TFF
SoffiXsponR570.03Fg085700	zf-A20	TFF
SoffiXsponR570.03Fg087000	GRAS	TFF
SoffiXsponR570.03Fg091200	AP2-EREBP	TFF
SoffiXsponR570.03Fg092100	bZIP	TFF
SoffiXsponR570.03Fg094800	Top	TFF
SoffiXsponR570.03Fg100400	C2C2-GATA	TFF
SoffiXsponR570.03Fg103400	HB	TFF
SoffiXsponR570.03Fg104900	AUX/IAA	OTR
SoffiXsponR570.03Fg106100	AP2-EREBP	TFF
SoffiXsponR570.03Fg106300	bHLH	TFF
SoffiXsponR570.03Fg106900	bHLH	TFF
SoffiXsponR570.03Fg107600	HSF	TFF
SoffiXsponR570.03Fg111000	MYB-related	TFF
SoffiXsponR570.03Fg119100	HMG	OTR
SoffiXsponR570.03Fg126600	MYB	TFF
SoffiXsponR570.03Fg132200	GeBP	TFF
SoffiXsponR570.03Fg140700	WRKY	TFF
SoffiXsponR570.03Fg142100	bHLH	TFF
SoffiXsponR570.03Fg143900	ARID	OTR
SoffiXsponR570.03Fg143900	HMG	OTR
SoffiXsponR570.03Gg000300	AUX/IAA	OTR
SoffiXsponR570.03Gg001700	HB	TFF
SoffiXsponR570.03Gg016700	CPP	TFF
SoffiXsponR570.03Gg020900	Tudor-knot	OTR
SoffiXsponR570.03Gg021200	GeBP	TFF
SoffiXsponR570.03Gg033400	C2H2	TFF
SoffiXsponR570.03Gg042200	C2H2	TFF
SoffiXsponR570.03Gg043200	Coactivator_p15	OTR
SoffiXsponR570.03Gg043500	SET	OTR
SoffiXsponR570.03Gg046200	ARF	TFF
SoffiXsponR570.03Gg047100	AP2-EREBP	TFF
SoffiXsponR570.03Gg050200	bHLH	TFF
SoffiXsponR570.03Gg054000	C2H2	TFF
SoffiXsponR570.03Gg058900	DBP	TFF
SoffiXsponR570.03Gg061200	MYB-related	TFF
SoffiXsponR570.03Gg070500	AP2-EREBP	TFF
SoffiXsponR570.03Gg074600	MYB-related	TFF
SoffiXsponR570.03Gg074700	CCAAT	TFF
SoffiXsponR570.03Gg077800	Top	TFF
SoffiXsponR570.03Gg078200	WRKY	TFF
SoffiXsponR570.03Gg079700	AP2-EREBP	TFF
SoffiXsponR570.03Gg080900	bZIP	TFF
SoffiXsponR570.03Gg087400	MYB	TFF
SoffiXsponR570.03Gg088600	AP2-EREBP	TFF
SoffiXsponR570.03Gg091100	mTERF	OTR
SoffiXsponR570.03Gg091600	mTERF	OTR
SoffiXsponR570.03Gg091800	mTERF	OTR
SoffiXsponR570.03Gg093600	TCP	TFF
SoffiXsponR570.03Gg099300	E2F-DP	TFF
SoffiXsponR570.03Gg103200	SET	OTR
SoffiXsponR570.03Gg104000	MYB	TFF
SoffiXsponR570.03Gg105300	MADS	TFF
SoffiXsponR570.03Gg109200	bHLH	TFF
SoffiXsponR570.03Gg109800	C2C2-Dof	TFF
SoffiXsponR570.03Gg111100	SET	OTR
SoffiXsponR570.03Gg111700	C2C2-CO-like	TFF
SoffiXsponR570.03Gg117500	ARID	OTR
SoffiXsponR570.03Gg124100	TUB	TFF
SoffiXsponR570.03Gg128500	WRKY	TFF
SoffiXsponR570.03Gg129800	MYB-related	TFF
SoffiXsponR570.03Gg131200	GNAT	OTR
SoffiXsponR570.03Gg132100	PLATZ	TFF
SoffiXsponR570.03Gg150300	C2H2	TFF
SoffiXsponR570.03Gg153100	zf-fF-X1	TFF
SoffiXsponR570.03Gg153400	TCP	TFF
SoffiXsponR570.04Ag000300	NAC	TFF
SoffiXsponR570.04Ag000700	TRAF	OTR
SoffiXsponR570.04Ag004400	MYB-related	TFF
SoffiXsponR570.04Ag005800	ABI3VP1	TFF
SoffiXsponR570.04Ag006300	HB	TFF
SoffiXsponR570.04Ag008800	MYB	TFF
SoffiXsponR570.04Ag026900	AP2-EREBP	TFF
SoffiXsponR570.04Ag027100	SET	OTR
SoffiXsponR570.04Ag027900	GRAS	TFF
SoffiXsponR570.04Ag029000	MYB-related	TFF
SoffiXsponR570.04Ag029400	TRAF	OTR
SoffiXsponR570.04Ag031900	BBR/BPC	TFF
SoffiXsponR570.04Ag044200	Top	TFF
SoffiXsponR570.04Ag045100	TRAF	OTR
SoffiXsponR570.04Ag045800	PBF-2-like	TFF
SoffiXsponR570.04Ag065000	C2H2	TFF
SoffiXsponR570.04Ag065100	AP2-EREBP	TFF
SoffiXsponR570.04Ag074100	DBP	TFF
SoffiXsponR570.04Ag075100	MYB-related	TFF
SoffiXsponR570.04Ag076100	LIM	TFF
SoffiXsponR570.04Ag076200	ARR-B	TFF
SoffiXsponR570.04Ag084500	bHLH	TFF
SoffiXsponR570.04Ag084600	AP2-EREBP	TFF
SoffiXsponR570.04Ag086200	ARF	TFF
SoffiXsponR570.04Ag087300	MYB-related	TFF
SoffiXsponR570.04Ag087300	MYB	TFF
SoffiXsponR570.04Ag094300	bZIP	TFF
SoffiXsponR570.04Ag096800	MADS	TFF
SoffiXsponR570.04Ag100500	AP2-EREBP	TFF
SoffiXsponR570.04Ag101900	NAC	TFF
SoffiXsponR570.04Ag103000	bHLH	TFF
SoffiXsponR570.04Ag107100	G2-like	TFF
SoffiXsponR570.04Ag108600	LIM	TFF
SoffiXsponR570.04Ag112000	E2F-DP	TFF
SoffiXsponR570.04Ag115400	zf-fF-X1	TFF
SoffiXsponR570.04Ag118400	MYB	TFF
SoffiXsponR570.04Ag119700	C2C2-CO-like	TFF
SoffiXsponR570.04Ag121800	NAC	TFF
SoffiXsponR570.04Ag122100	zf-C5HC2	TFF
SoffiXsponR570.04Ag126300	C2C2-CO-like	TFF
SoffiXsponR570.04Ag127700	PHD	OTR
SoffiXsponR570.04Ag136900	PHD	OTR
SoffiXsponR570.04Ag137600	TRAF	OTR
SoffiXsponR570.04Ag138100	C3H	TFF
SoffiXsponR570.04Ag142800	mTERF	OTR
SoffiXsponR570.04Ag149100	AUX/IAA	OTR
SoffiXsponR570.04Ag150300	MADS	TFF
SoffiXsponR570.04Ag150600	WRKY	TFF
SoffiXsponR570.04Ag161000	BES1	TFF
SoffiXsponR570.04Ag170500	C2C2-GATA	TFF
SoffiXsponR570.04Ag176100	TRAF	OTR
SoffiXsponR570.04Ag176200	Top	TFF
SoffiXsponR570.04Ag178000	AUX/IAA	OTR
SoffiXsponR570.04Ag178100	DBP	TFF
SoffiXsponR570.04Ag180400	bZIP	TFF
SoffiXsponR570.04Ag182300	AP2-EREBP	TFF
SoffiXsponR570.04Ag183000	MYB	TFF
SoffiXsponR570.04Ag187300	C2H2	TFF
SoffiXsponR570.04Ag187500	zf-A20	TFF
SoffiXsponR570.04Ag189000	bZIP	TFF
SoffiXsponR570.04Ag191200	C3H	TFF
SoffiXsponR570.04Ag192000	ARID	OTR
SoffiXsponR570.04Ag194000	PLATZ	TFF
SoffiXsponR570.04Ag198700	MYB	TFF
SoffiXsponR570.04Ag203200	Top	TFF
SoffiXsponR570.04Ag204500	HB	TFF
SoffiXsponR570.04Ag205900	WRKY	TFF
SoffiXsponR570.04Ag206100	WRKY	TFF
SoffiXsponR570.04Ag206300	Top	TFF
SoffiXsponR570.04Ag207100	GNAT	OTR
SoffiXsponR570.04Ag209500	FAR1	TFF
SoffiXsponR570.04Ag213600	AP2-EREBP	TFF
SoffiXsponR570.04Ag214200	SBP	TFF
SoffiXsponR570.04Ag217300	bZIP	TFF
SoffiXsponR570.04Ag217900	CCAAT	TFF
SoffiXsponR570.04Ag218000	MADS	TFF
